227.297 + -80.897i
-149.148 + 112.259i
-273.582 + -204.122i
41.552 + 18.780i
115.516 + 152.286i
120.424 + 216.199i
234.272 + 263.113i
292.988 + -713.158i
483.484 + -661.802i
-140.861 + 363.999i
-580.221 + -246.575i
13.414 + -635.856i
358.485 + 126.212i
-289.872 + 508.053i
225.255 + -693.070i
-127.393 + -736.976i
-791.932 + -144.727i
180.491 + 1012.433i
358.328 + -93.362i
-158.528 + -107.822i
-150.257 + -572.314i
588.323 + -570.394i
-640.146 + 514.785i
248.008 + -437.694i
471.919 + -359.370i
-646.744 + -530.257i
-169.959 + -360.111i
-627.591 + 64.058i
-155.817 + -334.810i
-181.386 + -347.313i
-742.497 + 28.461i
440.958 + 420.853i
-562.168 + -225.995i
247.530 + -5.866i
-640.688 + 409.572i
389.192 + 20.836i
128.394 + -131.519i
-168.367 + 151.922i
-562.324 + -241.250i
582.098 + -284.408i
-560.936 + 160.194i
-472.204 + 125.111i
-140.633 + -67.185i
-599.535 + 641.580i
-33.621 + 36.554i
-182.977 + 494.199i
132.522 + -184.529i
-1059.459 + 488.797i
283.733 + -195.038i
-637.624 + 462.068i
-122.920 + 193.331i
436.830 + 9.187i
101.558 + 163.691i
-234.289 + -805.002i
-11.234 + -144.841i
-663.807 + 415.847i
-274.619 + -179.707i
-313.774 + -112.878i
-293.143 + 344.585i
-386.511 + 833.400i
354.828 + -162.335i
-779.472 + 138.668i
126.441 + -79.294i
-426.171 + -208.807i
-633.585 + 621.403i
277.573 + -257.971i
506.609 + 605.818i
-1307.234 + -173.115i
564.943 + -153.003i
-80.734 + 140.903i
-811.344 + -61.469i
-293.547 + 682.204i
74.890 + 666.230i
114.556 + 1052.380i
515.372 + 121.471i
-11.671 + -677.515i
615.547 + 758.378i
-258.720 + -475.708i
723.695 + -537.559i
-321.513 + 48.154i
-173.729 + -384.116i
-434.368 + -5.943i
-434.632 + 35.546i
501.472 + 306.336i
-280.571 + 786.940i
584.584 + -413.440i
411.330 + -52.116i
573.365 + -387.349i
-687.526 + 95.025i
-584.898 + -302.362i
669.337 + 676.741i
108.884 + 132.769i
450.125 + -329.464i
-993.552 + -655.749i
698.268 + 56.909i
-821.747 + -20.151i
-118.585 + -696.544i
-203.786 + 1239.358i
52.408 + -175.711i
28.418 + -582.568i
-421.182 + -256.679i
-318.674 + 1036.316i
-142.133 + -18.137i
-111.615 + 144.789i
-223.169 + -46.637i
215.338 + 356.238i
-385.387 + 743.538i
-113.011 + 397.066i
1044.851 + -262.820i
-547.372 + 464.272i
84.077 + 157.709i
-383.062 + -115.798i
804.468 + -192.435i
265.075 + 805.339i
-77.551 + -604.880i
422.145 + 340.963i
-58.567 + -766.832i
597.171 + 198.966i
-801.440 + -206.318i
-116.401 + 120.624i
138.501 + -40.424i
-218.579 + 440.547i
103.250 + -243.810i
-79.564 + 3.411i
196.473 + -472.658i
-654.317 + -577.055i
-924.492 + -64.279i
169.000 + -209.235i
-556.978 + 955.913i
7.175 + 450.689i
95.202 + -222.849i
161.654 + 351.847i
-24.285 + 541.671i
-1009.234 + -281.863i
421.469 + 451.508i
1133.318 + -105.625i
73.270 + 216.227i
58.886 + -837.396i
-507.043 + -113.508i
874.273 + -27.769i
-95.707 + 537.732i
-467.000 + -215.078i
-29.737 + -373.544i
432.956 + 647.602i
-293.629 + 511.482i
1069.181 + 68.967i
-56.568 + -715.234i
128.597 + 289.752i
-624.859 + 167.825i
11.322 + 291.850i
433.474 + 134.163i
313.457 + 533.633i
-290.347 + -745.867i
-74.193 + 242.258i
-108.660 + 638.585i
358.781 + 149.790i
699.763 + -724.951i
-615.037 + 36.764i
-539.574 + -597.455i
-185.404 + -100.188i
-543.696 + 488.394i
-708.785 + 103.021i
411.839 + 23.184i
-839.914 + 124.101i
-444.529 + 538.413i
19.199 + -327.010i
186.869 + 542.156i
-1062.468 + 753.379i
17.310 + 409.121i
687.724 + 997.872i
634.742 + 633.104i
202.410 + 253.128i
652.711 + -618.535i
60.018 + 995.125i
460.572 + 168.754i
611.382 + -674.664i
54.178 + -837.859i
173.324 + 1007.067i
-56.869 + 201.892i
-304.235 + -1296.360i
414.740 + 316.297i
190.856 + -271.174i
136.157 + 526.858i
324.730 + -238.372i
590.083 + -1240.953i
-87.932 + 343.801i
-954.311 + 155.855i
-286.817 + -40.784i
905.048 + -61.525i
-418.379 + 526.083i
-321.359 + -482.552i
248.573 + 909.672i
137.231 + -82.659i
1053.378 + 483.458i
94.711 + -487.597i
365.871 + -707.907i
-183.269 + 71.504i
653.060 + -906.990i
79.038 + -520.226i
-1172.260 + -837.271i
-458.999 + 152.805i
151.661 + -189.829i
-453.594 + -412.324i
-674.885 + 841.388i
-379.181 + 261.336i
-529.693 + 463.147i
669.580 + 81.787i
-28.951 + 803.280i
28.754 + -619.100i
-593.680 + -278.206i
14.179 + -190.370i
-477.502 + 1029.014i
-573.963 + -388.853i
-308.021 + 435.287i
292.149 + 763.770i
-665.044 + -290.651i
353.816 + 346.345i
-141.660 + 187.455i
501.229 + 72.223i
358.457 + 535.756i
77.879 + -502.897i
386.800 + -996.957i
-368.198 + 112.438i
-822.572 + -163.037i
-239.518 + 475.120i
515.387 + 142.927i
464.368 + 121.311i
-1058.719 + 328.301i
629.790 + -428.473i
-167.495 + -255.824i
-415.149 + -122.560i
211.221 + 542.974i
-447.299 + -491.320i
356.256 + 565.806i
-837.097 + -180.869i
-769.232 + 1097.905i
-93.920 + 528.829i
600.641 + 302.079i
-425.377 + 817.047i
712.636 + 29.030i
381.771 + 734.421i
-124.561 + 43.145i
653.735 + 453.575i
548.810 + 447.791i
577.704 + -343.202i
-205.760 + 458.467i
462.331 + -333.863i
-115.482 + 797.279i
378.363 + -103.874i
512.906 + -323.933i
319.460 + -22.764i
-687.626 + -201.734i
689.084 + 349.154i
352.975 + -598.210i
-93.215 + -179.827i
1217.073 + 639.844i
-27.641 + -52.202i
767.130 + -603.762i
161.087 + -75.692i
198.624 + 110.749i
737.063 + -166.550i
-260.256 + 15.062i
581.701 + -848.182i
426.048 + -415.306i
30.358 + -444.369i
3.163 + -457.802i
-775.184 + -921.366i
1023.995 + 189.236i
-885.453 + 621.456i
44.499 + -530.490i
894.572 + 459.437i
571.381 + -393.780i
389.845 + -939.930i
652.445 + -695.504i
-649.063 + -812.782i
-776.926 + -831.234i
-466.487 + -190.837i
332.391 + 876.491i
-405.274 + -353.016i
-738.646 + -934.228i
174.843 + 52.360i
-723.250 + 187.176i
-364.606 + -134.508i
-354.199 + -145.710i
283.719 + 135.251i
-431.031 + -650.853i
-457.949 + -250.044i
-783.478 + 263.655i
-382.767 + 476.336i
59.973 + 117.846i
543.680 + 613.909i
-594.899 + -1082.214i
84.927 + 264.082i
467.670 + 508.495i
208.689 + -282.981i
728.350 + -142.149i
-266.974 + -669.376i
-474.366 + -434.556i
-394.768 + 214.006i
440.614 + 34.891i
8.193 + -371.241i
-123.554 + -190.858i
-666.089 + -485.804i
-477.899 + -788.875i
-665.767 + 769.837i
-859.993 + -184.723i
-257.416 + 884.901i
697.206 + -196.336i
127.613 + 827.640i
509.574 + -316.196i
261.908 + -298.154i
-552.951 + -320.377i
-343.128 + -40.485i
384.475 + 1146.708i
-248.139 + -99.019i
406.458 + -115.760i
-193.607 + -7.960i
-33.139 + 113.340i
-309.949 + 518.737i
5.255 + -121.459i
473.303 + 255.478i
-241.563 + 42.968i
176.492 + 133.639i
-289.875 + 149.246i
410.232 + 2.998i
162.828 + 205.326i
335.430 + -50.966i
-136.797 + -204.337i
148.186 + -440.179i
77.549 + 653.044i
24.085 + -387.639i
-37.826 + -24.489i
-11.316 + -256.286i
-606.208 + 274.757i
448.577 + -135.892i
-625.885 + -329.521i
-83.884 + -32.191i
78.560 + 563.943i
302.470 + -260.345i
724.898 + -176.814i
-486.131 + -900.659i
-507.624 + -136.579i
-802.075 + 191.256i
-6.560 + 158.485i
-112.865 + 811.640i
131.156 + -538.402i
684.891 + 344.746i
471.158 + -402.097i
-647.089 + -1150.009i
252.905 + 1173.774i
-586.615 + -323.365i
-699.169 + 487.008i
-339.511 + 2.204i
878.432 + 602.565i
-750.357 + 496.610i
193.807 + -39.918i
559.843 + 411.466i
-333.808 + 330.956i
366.305 + 132.833i
1108.446 + -396.387i
-186.478 + -286.898i
419.310 + -387.264i
-271.070 + 119.357i
483.043 + -569.953i
-112.178 + -37.674i
-39.261 + -293.466i
-89.221 + -427.298i
-672.836 + 315.930i
-571.215 + -13.167i
416.258 + 569.310i
106.917 + 285.280i
196.135 + 293.345i
267.730 + -531.778i
282.869 + -795.012i
-597.653 + -63.495i
-457.580 + -130.675i
-444.606 + 25.740i
473.347 + -246.938i
-649.990 + 454.959i
-184.179 + 736.900i
8.734 + -552.880i
341.003 + 963.670i
-800.087 + 329.823i
758.530 + 146.472i
-182.540 + -165.792i
322.417 + 593.975i
-643.037 + 697.400i
504.934 + -138.415i
722.144 + 18.649i
224.033 + 630.201i
-943.563 + -467.075i
910.758 + 600.992i
117.799 + 539.262i
244.902 + 412.657i
364.652 + -517.637i
-1.884 + -259.902i
-331.021 + 4.186i
-201.573 + 392.496i
148.372 + 205.348i
-296.321 + 59.085i
511.677 + 163.956i
401.678 + 495.583i
88.460 + -787.181i
604.081 + -187.293i
-877.019 + -101.872i
285.594 + 21.601i
51.745 + 223.094i
-544.784 + -342.323i
71.788 + 248.274i
-137.471 + -124.195i
87.261 + -6.741i
-140.067 + 106.221i
-79.203 + 262.975i
387.817 + -503.371i
-161.550 + -253.157i
-192.158 + 409.887i
-526.030 + 378.855i
90.029 + -239.643i
281.692 + 511.037i
195.144 + 339.347i
245.793 + -22.966i
-756.820 + -490.082i
325.855 + 450.366i
963.200 + 80.181i
-172.952 + -35.673i
690.399 + -421.051i
-79.628 + -379.794i
-472.066 + 122.166i
-150.246 + 126.728i
421.612 + -178.760i
-568.645 + 300.700i
288.403 + 84.531i
880.284 + 63.370i
-1550.593 + -35.037i
-86.338 + -167.588i
275.548 + 336.589i
289.199 + 621.634i
670.346 + -367.848i
-132.402 + -192.115i
860.828 + -1074.462i
-552.834 + 373.511i
393.753 + -367.796i
-528.967 + 406.396i
898.904 + 59.373i
201.571 + -30.113i
-995.193 + 380.811i
482.567 + 75.388i
716.204 + 723.639i
8.093 + -615.339i
831.783 + -605.945i
-542.129 + 31.537i
-34.918 + -14.054i
49.124 + -363.267i
-604.819 + 400.853i
-453.827 + -267.246i
150.336 + 792.122i
-550.213 + 547.234i
192.677 + 1161.567i
995.483 + -307.684i
-143.889 + 651.392i
-88.830 + 129.270i
165.739 + -400.728i
1104.465 + 260.317i
264.247 + -426.419i
-127.864 + -748.116i
-331.670 + -365.217i
191.652 + -108.000i
-743.762 + 403.881i
-70.458 + -296.538i
855.176 + -120.011i
-660.261 + 107.933i
241.223 + -71.629i
109.507 + 201.255i
253.214 + -218.173i
-157.423 + 135.247i
84.055 + -559.289i
256.444 + 335.154i
-74.577 + -693.164i
-124.002 + 141.767i
464.102 + 334.859i
380.604 + -505.506i
-581.541 + -621.981i
-287.819 + -166.225i
-259.666 + -249.164i
-636.550 + 82.309i
-474.833 + 331.904i
-250.551 + 552.196i
954.342 + 1396.113i
87.957 + -246.603i
91.844 + -1228.742i
-384.898 + 713.376i
-721.580 + 737.736i
512.228 + 631.968i
658.269 + -152.374i
393.133 + 690.113i
1293.346 + -290.582i
373.284 + -299.609i
-129.996 + -314.991i
605.435 + 165.456i
180.150 + -195.460i
320.330 + -852.640i
373.654 + 310.627i
-453.124 + -144.670i
-488.293 + -173.573i
1270.110 + 32.286i
-814.877 + -426.926i
-60.987 + -302.158i
-412.974 + -868.778i
795.465 + 556.526i
-651.474 + -41.067i
601.267 + -784.061i
-105.947 + -492.327i
42.274 + -344.833i
-100.737 + 123.936i
-335.447 + -983.111i
-90.443 + 28.019i
-866.766 + 321.337i
385.755 + 82.112i
406.403 + 398.401i
202.517 + -794.625i
114.392 + -527.141i
-434.061 + 249.820i
-421.539 + -476.712i
166.466 + 66.826i
-255.993 + 341.233i
-221.579 + -339.210i
-72.228 + 55.199i
399.007 + 825.902i
681.439 + -183.916i
205.542 + -1070.227i
-829.523 + -871.870i
-225.995 + 548.096i
-1.161 + 456.939i
-389.921 + -270.838i
-118.845 + -403.779i
81.776 + 120.635i
-41.373 + 330.062i
-497.706 + -271.839i
53.421 + -200.013i
-359.339 + -80.354i
-89.012 + 180.848i
215.098 + 530.960i
-609.158 + -22.333i
884.625 + -168.912i
165.915 + 839.377i
52.143 + 35.016i
772.954 + -440.796i
896.586 + -329.876i
-795.158 + -472.188i
787.045 + -265.815i
31.424 + -22.927i
-441.068 + -234.692i
-304.131 + -580.287i
-521.454 + 55.841i
103.050 + 778.216i
-2.568 + -594.312i
230.081 + -50.638i
-417.250 + -656.732i
525.852 + 471.267i
-438.716 + -657.531i
329.703 + -254.463i
-79.896 + -1044.134i
-181.955 + 175.891i
48.485 + -484.749i
-34.398 + 23.846i
156.721 + -1011.871i
-302.868 + -128.860i
-355.055 + 65.529i
124.390 + 230.330i
108.824 + -1347.743i
-10.602 + -159.771i
-1425.360 + -618.844i
10.937 + 196.966i
-233.841 + 445.664i
122.965 + -433.233i
-676.732 + -324.262i
-0.171 + -104.375i
-130.098 + 18.085i
-659.981 + -537.676i
-512.504 + 310.891i
-456.108 + 161.777i
251.606 + 893.680i
-431.383 + -71.706i
-11.210 + -224.496i
-48.798 + 601.352i
9.320 + 225.036i
328.644 + -20.583i
192.386 + -634.049i
-252.103 + -140.367i
-94.342 + 223.534i
-233.296 + -288.543i
0.172 + 401.555i
-343.533 + -98.453i
101.146 + -6.134i
-120.562 + 139.111i
-168.234 + 123.065i
192.315 + -216.198i
-417.426 + -980.193i
-652.757 + 364.346i
-288.921 + -51.401i
-59.145 + 349.866i
-393.139 + 813.205i
577.483 + -147.902i
-483.557 + -126.226i
93.238 + -198.822i
-216.393 + -630.220i
-534.832 + 238.190i
-558.235 + 631.767i
521.952 + 13.843i
251.410 + -95.565i
-327.204 + -293.837i
249.505 + -521.552i
-807.783 + -297.462i
-1095.255 + 69.442i
-165.875 + 1166.149i
-162.276 + 772.301i
801.215 + -722.284i
-395.622 + 119.003i
-863.539 + 104.539i
-828.314 + 687.091i
731.200 + 206.481i
-229.995 + 947.840i
-312.818 + -512.046i
462.252 + 667.840i
-304.577 + 364.429i
992.893 + -271.489i
-271.549 + 12.381i
-27.587 + -807.972i
-501.944 + 748.507i
43.041 + 33.463i
307.185 + 304.743i
267.386 + 17.545i
17.266 + 108.024i
-180.431 + -426.706i
96.144 + -244.117i
-665.495 + 518.454i
-503.045 + 273.943i
766.280 + 423.641i
-151.795 + 63.893i
291.246 + 617.925i
-248.236 + 147.566i
39.944 + 268.950i
362.746 + 455.328i
674.475 + 227.279i
133.812 + -15.427i
432.260 + -752.939i
271.412 + -7.882i
-205.376 + -135.244i
-453.969 + -290.740i
914.693 + 125.611i
-207.734 + 90.089i
-346.319 + -726.462i
-294.646 + -72.098i
-405.128 + 566.776i
-287.186 + 184.987i
401.333 + 273.244i
-241.005 + 60.279i
-552.998 + -205.188i
-212.255 + 730.874i
-97.850 + -348.117i
-110.873 + 1196.021i
874.901 + -311.953i
232.169 + 524.817i
-51.196 + 534.768i
695.877 + -3.937i
657.777 + 161.435i
-200.891 + -229.260i
-995.372 + 362.492i
1259.906 + 685.380i
-481.660 + -376.222i
720.830 + -96.852i
-62.339 + -455.617i
192.985 + -281.226i
-270.278 + 295.258i
-64.888 + 334.421i
694.333 + -312.954i
201.763 + 175.724i
187.207 + 396.155i
570.933 + -167.602i
-16.946 + 514.492i
449.358 + -589.145i
264.440 + 95.215i
220.725 + -160.868i
73.835 + 575.039i
453.696 + -807.525i
638.473 + -113.201i
-293.194 + -662.775i
-503.569 + 181.122i
-123.768 + -77.587i
166.422 + -122.814i
71.830 + 136.224i
-294.109 + 379.811i
1012.477 + -152.800i
-721.186 + 19.593i
833.853 + -1288.047i
-1187.697 + -494.430i
-343.979 + 409.775i
-209.990 + -729.075i
385.271 + -382.977i
-407.917 + 59.581i
-458.334 + 344.127i
338.139 + -344.403i
738.585 + -304.476i
148.690 + 405.087i
-675.473 + -1318.632i
113.383 + 258.919i
-316.057 + 323.413i
-801.839 + -198.552i
431.516 + -672.998i
63.647 + 264.777i
-1356.613 + 102.605i
359.393 + -869.885i
-243.990 + 906.517i
-122.935 + 661.387i
341.504 + 218.398i
344.913 + 372.077i
257.160 + -342.506i
576.868 + -140.399i
95.809 + 425.252i
7.421 + -726.196i
578.145 + -570.765i
569.287 + -295.883i
-773.977 + -483.378i
-188.008 + 90.978i
-4.417 + -121.798i
-41.959 + -242.272i
-63.578 + 142.227i
105.705 + 322.053i
132.999 + -969.665i
202.422 + 290.241i
-789.978 + -207.073i
-732.682 + -241.706i
830.312 + 276.682i
-1076.639 + 200.524i
9.158 + -873.303i
80.228 + 163.600i
-442.008 + 270.172i
133.667 + -233.167i
217.702 + -171.314i
-107.871 + -598.495i
-282.999 + -512.114i
-252.730 + 525.587i
-690.982 + -522.994i
-323.890 + 131.080i
-154.571 + 48.564i
-1345.631 + 278.332i
-184.195 + 200.879i
345.104 + 497.986i
-529.953 + 171.991i
586.856 + -23.197i
-41.932 + 588.272i
-536.578 + -64.470i
464.968 + 76.179i
471.265 + -416.663i
-111.775 + 215.240i
-987.778 + -621.132i
477.004 + 531.732i
562.832 + -525.167i
150.748 + -331.903i
-863.575 + 0.321i
9.835 + -101.675i
407.903 + -699.498i
-284.522 + 251.177i
-607.396 + -679.868i
259.029 + 263.069i
-379.287 + 10.593i
-46.229 + -658.199i
-332.249 + 33.253i
-717.331 + 516.342i
14.265 + 550.353i
421.423 + -144.568i
471.426 + 482.966i
-87.982 + -378.970i
-501.368 + 545.007i
157.486 + -878.296i
-478.447 + 1035.911i
304.322 + -99.859i
-1009.847 + -804.684i
-136.201 + -400.067i
101.364 + 389.202i
-808.451 + 136.050i
10.145 + 474.871i
181.812 + -19.841i
-271.147 + -4.140i
22.135 + -98.659i
-552.210 + 960.614i
102.381 + -792.325i
710.446 + 291.215i
-1586.267 + -28.314i
1273.326 + 170.007i
-459.482 + 893.245i
779.437 + -588.930i
94.755 + 126.887i
-76.163 + -257.972i
157.328 + -220.673i
-382.327 + -47.862i
-456.988 + -427.130i
270.129 + 143.064i
-706.386 + 96.001i
-681.904 + -255.555i
-175.978 + 607.201i
-522.421 + 348.504i
175.773 + 444.615i
236.832 + 609.107i
155.923 + -182.372i
692.113 + -89.553i
-446.113 + -78.498i
-719.997 + -179.018i
367.963 + 350.320i
-163.628 + 346.224i
-269.684 + -631.254i
-285.710 + 935.577i
-465.122 + 69.696i
599.013 + 801.135i
-398.494 + 203.459i
-4.644 + 90.801i
436.468 + 752.655i
-77.567 + 571.750i
842.982 + -653.588i
-111.394 + 306.093i
-431.811 + -398.999i
49.371 + 826.776i
337.642 + 97.278i
595.502 + -167.785i
-25.294 + -467.771i
-191.029 + 61.068i
-140.016 + -348.620i
-35.664 + 657.762i
238.836 + -467.846i
-566.869 + -465.078i
-639.584 + -531.805i
-777.442 + 333.720i
-581.203 + 945.249i
477.131 + 481.119i
90.906 + -165.057i
520.830 + 878.183i
-253.139 + 99.747i
518.324 + -728.207i
-298.036 + 281.632i
-161.657 + 636.898i
551.401 + 33.359i
254.152 + -132.863i
-328.187 + -468.444i
-138.824 + 11.923i
-42.207 + 379.660i
-162.862 + -348.336i
-230.080 + -31.474i
203.884 + 977.337i
-37.032 + -127.852i
1120.045 + 257.160i
-525.835 + -436.705i
-207.367 + -116.405i
-186.929 + 495.618i
131.792 + -177.107i
96.783 + 182.841i
25.206 + -61.620i
171.067 + -11.252i
-153.983 + -250.354i
-27.492 + -514.763i
-934.662 + -144.462i
-523.911 + 733.746i
-36.692 + 31.571i
377.723 + 13.285i
39.361 + 86.811i
-622.226 + 557.823i
546.591 + -57.020i
342.844 + -587.703i
-378.080 + 854.214i
-1064.631 + 501.561i
-113.678 + 344.181i
1361.319 + 653.863i
341.442 + 341.700i
-70.217 + -748.367i
-646.671 + 113.784i
431.459 + 83.747i
180.138 + 54.387i
-342.525 + 34.234i
146.145 + 297.349i
333.370 + -186.404i
849.696 + -480.860i
-873.153 + -18.532i
-287.606 + -81.060i
17.032 + 305.712i
350.705 + 598.591i
-46.265 + 7.257i
-578.756 + 97.036i
821.824 + 197.219i
-774.399 + 201.547i
357.520 + -323.155i
954.009 + -414.038i
-763.786 + -100.418i
-52.836 + 273.117i
172.194 + -396.747i
-402.022 + 458.120i
-636.881 + -17.491i
-767.319 + 727.063i
830.613 + 657.735i
492.526 + -46.593i
-145.262 + -749.576i
-559.949 + 70.670i
-435.704 + 684.336i
315.396 + 94.761i
364.214 + 385.370i
-646.414 + 8.345i
428.114 + 459.564i
372.462 + 313.668i
395.505 + 1.039i
687.205 + 399.838i
378.859 + -475.413i
-13.216 + 622.352i
399.534 + -890.195i
-456.749 + -84.056i
-307.711 + 451.556i
889.596 + -171.629i
548.965 + -254.409i
442.745 + -146.794i
-258.715 + -1072.848i
-809.810 + -18.845i
-117.891 + 259.971i
-200.896 + -697.867i
-56.816 + 307.531i
13.156 + -593.640i
52.068 + 283.914i
373.740 + -840.532i
-570.473 + -254.315i
25.378 + 406.025i
-260.160 + 112.684i
-26.955 + 501.996i
126.678 + -15.343i
148.749 + -562.688i
308.835 + 265.334i
-1259.045 + -51.763i
614.179 + -612.155i
-81.352 + -83.268i
-760.927 + -48.335i
-160.495 + 117.946i
-109.828 + -86.264i
87.274 + 584.429i
-326.569 + 95.933i
12.794 + -838.590i
-247.403 + 588.994i
-578.254 + 378.197i
490.173 + -141.294i
-622.344 + 979.973i
-24.472 + -74.752i
562.981 + -250.246i
-283.552 + 397.295i
324.557 + 460.018i
83.374 + -206.666i
-120.310 + 507.368i
103.773 + 336.716i
-93.193 + 400.067i
1267.614 + 73.228i
-478.656 + -315.913i
353.619 + -686.221i
435.730 + -549.324i
-292.407 + -62.398i
-470.264 + -314.810i
-58.199 + -416.195i
152.779 + 568.673i
-448.398 + 59.789i
348.725 + -72.128i
236.188 + 63.357i
-241.523 + -298.523i
278.136 + -203.600i
-114.989 + -108.989i
-420.992 + -258.696i
877.481 + -557.449i
-316.299 + 212.447i
-611.583 + -1157.422i
-213.947 + 182.306i
-132.416 + 140.651i
-323.287 + -109.864i
249.426 + 730.146i
-225.809 + -325.229i
-627.163 + 328.897i
305.946 + 118.533i
-104.784 + -610.430i
-464.104 + 453.361i
-220.761 + -1299.578i
286.967 + 624.875i
-485.488 + 674.586i
5.125 + -824.217i
-429.192 + 486.589i
-205.538 + 45.767i
-355.455 + 324.698i
-309.465 + 449.443i
410.786 + -641.897i
278.800 + 350.688i
-736.575 + 855.973i
110.024 + -592.165i
400.416 + -40.028i
-334.053 + 521.917i
-164.623 + -1036.925i
-213.135 + 469.095i
482.556 + 262.440i
-158.764 + 16.798i
156.050 + 207.089i
42.760 + 151.813i
571.627 + -745.997i
-605.090 + -126.062i
-86.426 + 521.918i
-369.137 + 62.016i
-226.463 + 260.454i
-187.090 + 694.418i
720.097 + -60.786i
98.172 + 351.393i
-200.304 + -411.278i
75.193 + 73.017i
616.986 + 1024.698i
-889.593 + -326.016i
1636.010 + 269.262i
-281.860 + 954.525i
204.693 + -563.417i
413.161 + -86.693i
326.400 + -106.550i
-316.361 + 393.161i
-557.241 + 259.731i
954.909 + 8.289i
141.559 + -156.778i
-362.347 + 158.804i
-112.163 + -371.537i
560.422 + 510.219i
184.759 + 172.303i
276.837 + -294.106i
125.454 + 95.401i
265.408 + -178.332i
103.850 + -123.410i
1.393 + -262.564i
-594.045 + 57.149i
603.292 + 17.864i
-1000.047 + 387.085i
494.045 + -696.813i
53.402 + 209.775i
-549.353 + 139.114i
400.541 + -601.563i
-245.329 + 93.418i
547.094 + 608.888i
-452.354 + 283.795i
590.876 + -59.414i
928.367 + 233.337i
-299.993 + -521.522i
227.595 + -749.066i
-361.797 + -246.800i
-670.533 + 51.988i
535.051 + 566.446i
89.324 + 132.328i
602.108 + -257.737i
-0.843 + -230.922i
-603.289 + -793.818i
58.050 + 392.896i
-54.471 + 600.083i
390.448 + -512.804i
386.235 + -344.171i
-530.906 + -262.759i
-296.538 + -54.818i
255.772 + 335.615i
-214.451 + -1257.451i
-277.815 + 122.743i
-563.884 + -411.225i
-162.868 + 538.740i
136.787 + 555.506i
185.554 + -209.598i
-54.514 + -35.866i
187.107 + 387.288i
207.778 + -357.333i
30.001 + -454.537i
132.770 + -2.951i
-260.841 + 113.973i
-260.227 + -622.028i
-284.419 + 132.259i
-20.819 + 467.084i
35.353 + 616.128i
289.106 + 136.297i
1082.539 + -170.614i
-169.547 + -544.330i
198.612 + -524.207i
-38.940 + -1091.798i
-456.950 + -470.365i
-329.686 + 436.725i
-744.459 + -445.350i
-681.006 + 314.819i
263.538 + 706.714i
-1016.993 + -405.998i
246.412 + 164.959i
694.750 + 293.032i
-492.637 + -145.982i
1283.281 + -196.236i
-679.588 + -80.279i
-1088.868 + -100.069i
833.606 + 434.715i
-735.671 + 383.027i
160.996 + -606.773i
-334.717 + -319.247i
-291.757 + 242.363i
-190.437 + 160.517i
-13.366 + 233.755i
45.776 + -1143.103i
-665.411 + 381.542i
665.444 + 693.811i
-266.197 + 468.929i
-253.510 + -445.891i
875.971 + -102.986i
-1098.879 + 916.550i
-429.740 + -319.502i
443.488 + 636.328i
400.147 + 447.580i
-132.535 + 523.106i
651.162 + -663.098i
136.982 + -331.451i
-864.894 + -334.496i
15.290 + 463.953i
20.728 + 646.656i
320.845 + 167.831i
286.027 + -508.512i
45.698 + -530.318i
-781.186 + 537.507i
152.191 + 503.392i
810.412 + 51.910i
-495.742 + -557.317i
121.880 + -69.527i
-825.812 + -250.728i
4.930 + 390.037i
247.248 + 396.003i
505.840 + -289.319i
-497.609 + 64.544i
-379.323 + -301.511i
251.446 + 779.726i
29.281 + 154.909i
703.750 + 409.189i
118.352 + -697.344i
-921.093 + -524.004i
-512.736 + 415.410i
236.657 + 522.252i
-148.172 + 387.678i
-8.702 + 198.989i
243.786 + 806.998i
1578.051 + 60.526i
538.299 + 21.604i
982.156 + -1451.564i
-375.138 + -732.157i
-467.090 + 207.686i
-451.354 + 266.735i
327.304 + -300.435i
146.774 + 447.194i
-134.915 + -83.479i
216.793 + -270.855i
-28.635 + 676.614i
4.273 + 114.430i
310.580 + -72.010i
640.976 + 133.669i
777.059 + -595.290i
-240.746 + -531.712i
-65.525 + -367.136i
132.153 + -40.032i
-228.134 + -242.225i
169.437 + -103.716i
-228.147 + -985.179i
19.647 + -182.490i
-487.386 + -547.128i
-645.708 + -76.704i
-427.125 + 652.737i
263.673 + 30.571i
-538.806 + 9.053i
-52.835 + 37.911i
-384.941 + 173.162i
82.889 + 247.853i
421.206 + -434.416i
-451.109 + 459.042i
558.412 + -124.243i
255.558 + 337.014i
66.609 + 150.890i
622.237 + -191.151i
370.476 + 213.775i
-72.830 + -1075.773i
751.724 + 782.461i
-788.887 + -706.484i
193.752 + 62.415i
-350.169 + 240.303i
554.564 + -223.653i
57.456 + 129.499i
-627.451 + -582.174i
537.364 + -357.816i
-804.692 + 95.839i
-384.513 + -22.825i
461.233 + -214.185i
190.725 + -256.713i
-40.068 + -461.289i
-1227.111 + -218.900i
387.755 + 243.941i
31.966 + 335.756i
-223.045 + 615.516i
-455.683 + -614.490i
829.887 + 672.998i
-345.989 + 101.684i
-325.767 + -313.946i
-365.389 + 276.053i
539.251 + 548.393i
410.709 + 69.834i
-400.973 + -197.831i
113.997 + -548.758i
-662.726 + -188.126i
-356.755 + 345.077i
-100.432 + 291.527i
115.084 + 181.848i
783.873 + -572.949i
-568.063 + -38.665i
94.944 + -417.269i
-446.262 + 714.967i
